ActualShippingDays,ExpectedShippingDays,Carrier,YShippingDistance,XShippingDistance,InBulkOrder,ShippingOrigin,OrderDate,OrderID,ShippingPriority,OnTimeDelivery,ProductId
12,12,MicroCarrier,-87,24,Single Order,Atlanta,4/23/21,f135bb37-7a0e-40aa-9670-77ddb68787f3,Express,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
12,13,GlobalFreight,-63,-83,Bulk Order,Chicago,3/13/21,5133e41f-b0d4-436a-960f-47520b0f5f2e,Ground,Late,7923f796-abdd-406b-9f1a-6a1a4905ce83
17,15,MicroCarrier,10,-212,Single Order,Seattle,9/10/21,d43eca64-5689-42e5-905e-c33d1098e624,Ground,Late,7923f796-abdd-406b-9f1a-6a1a4905ce83
13,13,GlobalFreight,76,62,Bulk Order,Seattle,4/16/20,9e7b7620-b241-46b4-af94-e42d09c8050e,Ground,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
14,14,MicroCarrier,-25,120,Single Order,San Francisco,2/6/20,9147e7a2-8f3f-4568-9098-7e2d85d442ea,Express,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
16,16,BigBird,121,-42,Single Order,Atlanta,1/21/21,be0470a9-7ac2-4e55-8585-75b176072cd7,Standard,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
14,14,BigBird,-87,90,Single Order,New York City,9/20/21,3a8384ec-ad40-4631-8c6e-5c6769b35820,Express,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
11,11,GlobalFreight,26,-104,Bulk Order,Houston,4/20/20,f2c1f143-4403-4e84-ae6d-022c5c2e24dd,Air,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
13,13,GlobalFreight,-14,155,Bulk Order,Chicago,7/16/21,cf5f9d10-49c5-42c7-bd03-48ae3ce0757e,Ground,On Time,7923f796-abdd-406b-9f1a-6a1a4905ce83
21,15,MicroCarrier,-98,123,Single Order,Chicago,6/6/20,9c498ead-c11e-4bd6-b473-cc09adcb4ac0,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
18,16,GlobalFreight,-398,9,Single Order,Atlanta,4/25/21,fa2dc80a-2c8f-4bca-af87-20e0551d7aee,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,GlobalFreight,-110,24,Single Order,Atlanta,6/20/21,9c80a213-2c0c-4b7b-9cf5-d41a8fe7cda0,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
19,13,GlobalFreight,128,-54,Bulk Order,Seattle,3/30/20,8c97beeb-3a4b-48af-86f3-b28e636db2f1,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
15,13,GlobalFreight,-142,71,Bulk Order,Chicago,6/30/20,5d00b759-439e-49b9-92f0-8f25a8c721cc,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
15,14,Shipper,-229,-23,Bulk Order,Houston,8/6/20,9fd35513-2f06-4e01-a24b-391c306cb363,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
19,16,GlobalFreight,-174,162,Single Order,Chicago,8/6/20,eaf324a8-bb42-4fb5-9d8f-1a479797795d,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
17,15,Shipper,-335,27,Single Order,Chicago,1/31/21,3208a140-3bf5-4662-bf93-599b99545dfc,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
18,16,BigBird,254,14,Single Order,San Francisco,12/21/21,e25c442b-8e63-4508-9a72-d92e98b1bc78,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,MicroCarrier,-172,-23,Single Order,Houston,7/25/21,aa1d2c01-6183-40c1-a904-2d4ec8303316,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,Shipper,-58,265,Bulk Order,Salt Lake City,4/10/21,59a1cba2-1504-4fba-bb9e-2716e75d5188,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,12,MicroCarrier,-127,21,Bulk Order,Houston,11/27/21,0f928609-f6c2-41af-ac57-3d10a7e2a3f3,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,GlobalFreight,65,-35,Bulk Order,Las Vegas,9/18/20,5e4a7821-4ea6-4276-8031-01e31f4632c2,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
19,15,MicroCarrier,47,-123,Single Order,Atlanta,11/11/21,64c019dc-edee-4355-960d-955183162bc5,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
20,15,BigBird,17,-186,Single Order,Houston,7/30/21,6936b7a7-42e6-49c2-b51c-d547d1b40982,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
10,11,GlobalFreight,175,18,Bulk Order,New York City,6/14/20,02027bbc-7444-49b9-8e55-060eb4bd5d59,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
18,16,Shipper,-70,-256,Single Order,San Francisco,5/8/20,189e5490-beb9-40f6-abbd-817d9fbc4c34,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
9,9,MicroCarrier,115,-9,Bulk Order,Salt Lake City,3/19/21,c2b83466-48a8-47d6-88d7-34ad1c1100d2,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,16,Shipper,-110,-10,Single Order,Chicago,12/15/21,5f456f44-b709-4fad-972e-707ee048966e,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,Shipper,-94,59,Single Order,San Francisco,2/6/20,ec4c068e-3544-4845-b1ff-4d2b8777303f,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,11,GlobalFreight,-86,-42,Bulk Order,Las Vegas,1/26/20,09ac4646-e3da-4e92-afbc-5eaa28de6c8c,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,BigBird,-230,35,Bulk Order,Seattle,1/3/20,90238eb0-d597-4980-ab23-aa0926172f16,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,11,BigBird,-59,-91,Single Order,Salt Lake City,2/13/21,eee7fe84-3205-436b-8545-d8724944059f,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,BigBird,170,-10,Bulk Order,New York City,3/18/20,ae052cdb-9912-40da-a688-57013d45c58b,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
17,16,BigBird,10,-191,Bulk Order,New York City,12/22/20,b8f290de-b6c9-4230-b2f3-33c0a9dafa6c,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
17,14,MicroCarrier,50,190,Bulk Order,Houston,12/30/21,3cddcc2d-3d54-4a8e-8bb8-c183e36c1188,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
9,10,Shipper,15,140,Bulk Order,Salt Lake City,6/24/20,c98d7d80-6e77-4c13-8aa4-bbe175249727,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,GlobalFreight,22,129,Bulk Order,Chicago,8/1/20,8b869538-c6fb-4f03-83a6-4872edb36cab,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,14,BigBird,-220,-24,Single Order,New York City,6/25/21,d352a9f4-57cf-496c-b50d-2a2f8079bbf6,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,15,Shipper,191,10,Single Order,Seattle,6/1/21,046c0760-1cc9-4d92-b48f-4c5fec8b19d4,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
23,14,BigBird,-118,47,Single Order,Seattle,5/23/20,9cee60a1-b024-45be-848a-f39030355503,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
15,15,BigBird,-127,-26,Single Order,Las Vegas,10/28/21,636dafc7-1fcd-4c53-8ccf-096af75b93db,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,13,GlobalFreight,-47,255,Bulk Order,Chicago,3/10/20,38bf9d8b-d21d-4cb1-b75c-d85c765178f3,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
6,6,GlobalFreight,132,43,Bulk Order,Salt Lake City,7/19/21,1b033eed-f132-4929-b3d8-811934972ca3,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,BigBird,-162,10,Single Order,Salt Lake City,10/28/20,6458ab64-fd76-4c0a-8050-db1c1e2776f3,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
18,15,BigBird,-41,-281,Single Order,Las Vegas,8/19/21,efccb4ba-da06-463b-9287-7f947d0d2106,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,GlobalFreight,86,-64,Bulk Order,Atlanta,8/28/21,50190e6e-af00-4ee7-aa24-2ee556d21935,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,14,MicroCarrier,-10,-226,Bulk Order,Atlanta,4/4/21,776b0ff3-8ac5-4175-8cb8-7d4d281b66c5,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
9,9,Shipper,119,-11,Bulk Order,Salt Lake City,6/29/21,04d36706-9e0e-40f8-838e-583f89c3d0be,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,11,Shipper,-28,-118,Bulk Order,Atlanta,5/24/20,b40a5d11-334c-4798-b925-856e89d2dd65,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,MicroCarrier,-166,-20,Single Order,Chicago,5/21/21,e67e6e26-26ef-438d-af0e-2ce4bfaafcb8,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,15,Shipper,-182,-9,Single Order,Houston,10/28/21,40a91abf-f26f-4e55-b5e5-b5950d711e3d,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,11,MicroCarrier,-244,19,Bulk Order,Las Vegas,8/4/21,a8f2e213-a155-4b03-98d2-572873277108,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,15,MicroCarrier,-78,66,Single Order,Seattle,10/15/21,b8aa055f-ec81-48cd-88ea-649523d46a6b,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
18,12,Shipper,-155,-42,Bulk Order,Houston,8/22/21,8be08664-6513-4a7a-9736-854fc2b8cc49,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
16,14,GlobalFreight,46,-281,Single Order,New York City,9/8/20,920e8fc5-093c-4056-8435-344dc396b8fc,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
14,12,BigBird,-12,189,Single Order,San Francisco,8/24/20,e91872e7-0cfa-4db8-892a-9cdee24bb308,Express,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
8,8,MicroCarrier,117,-95,Bulk Order,Salt Lake City,2/26/21,1d2622d5-7708-4e3a-9ba6-31119a545533,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,13,GlobalFreight,84,54,Bulk Order,Chicago,8/2/20,a603548e-f9eb-4c44-b98f-641c6fe3e179,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,GlobalFreight,29,-250,Bulk Order,Atlanta,12/12/21,cff64c1f-bf6f-4d29-aa81-dc3f539cd7a1,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
11,12,BigBird,-23,-103,Bulk Order,New York City,12/10/20,ab076dfb-6f76-4097-9a2b-eda1f0abb526,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,MicroCarrier,39,-109,Bulk Order,New York City,4/8/20,9641fda0-97c9-4dc2-84d7-4c52888e5a77,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,15,MicroCarrier,-264,31,Bulk Order,Las Vegas,1/28/21,32f72619-60b0-470c-9100-f0fafdcc02fe,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
19,17,Shipper,22,244,Bulk Order,San Francisco,4/16/21,9ac93e04-6e61-4842-835c-64ea8cbe37a2,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,MicroCarrier,-28,163,Bulk Order,Seattle,5/28/21,6064526f-5532-442c-8846-8bf51864427a,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,GlobalFreight,-120,64,Bulk Order,Atlanta,8/23/20,f196c27b-d047-42e9-9efd-44ec8c1c6a49,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
10,10,MicroCarrier,95,67,Bulk Order,New York City,3/5/20,9249be19-f9d5-4f53-be26-f52b828f146a,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,BigBird,147,-15,Single Order,New York City,9/4/20,bc5ba4a0-01b2-4366-b5e6-dd72105520d2,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,15,Shipper,71,-101,Single Order,San Francisco,11/15/21,2315559a-21c3-4c90-8c32-86d0f934a3d9,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,13,Shipper,95,134,Bulk Order,Seattle,9/28/21,14493571-82ef-4016-9715-b48874f91195,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
11,11,GlobalFreight,120,52,Bulk Order,Atlanta,8/10/20,b8fb7b7c-7a7e-418a-a5f7-7a788c1ad051,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
20,16,GlobalFreight,-11,277,Bulk Order,San Francisco,3/21/20,e2f310fe-e506-4e0c-bd63-2581a6b94f64,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
10,10,Shipper,109,-8,Bulk Order,Salt Lake City,2/26/21,3ae7d4e4-3369-4b55-9b6e-12b6e233a1ed,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,GlobalFreight,198,21,Bulk Order,Chicago,1/28/21,aade8187-8eb5-4c5a-b316-ca99cb2a138b,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
23,13,BigBird,9,-323,Single Order,Atlanta,11/25/21,2ff62b55-962a-4a32-810d-ffcb1aced981,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,MicroCarrier,54,27,Bulk Order,Chicago,12/25/20,a25913a4-2da6-47b8-8824-3c60ef546964,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,BigBird,48,129,Bulk Order,New York City,5/18/20,674428cd-585d-4ec6-8c10-4a1f421345b2,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,MicroCarrier,-101,-34,Single Order,Houston,4/8/20,ec029807-a5a7-4e3c-ab19-363cce58ed7f,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,Shipper,-89,33,Single Order,Chicago,12/7/21,3ad4aa89-9a07-4d31-805f-9fc0904c8087,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
18,18,BigBird,105,94,Single Order,Las Vegas,11/12/21,b7656d4b-620f-4e70-a12a-fbc9070caff9,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,MicroCarrier,-166,-11,Single Order,Houston,4/23/21,e7a8623a-3b04-49f6-b5e9-8a88d27c385c,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,15,MicroCarrier,244,-26,Bulk Order,Houston,7/29/20,050b4948-2a6d-4e6b-8b0e-541e3ee846ce,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
13,13,Shipper,-8,-139,Single Order,Houston,4/10/21,ea6007fd-5dab-419e-9a0a-435c3e866ba7,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
17,18,BigBird,-131,-42,Single Order,San Francisco,1/14/20,3eda5feb-aea1-4393-b12d-d9cbb2f29385,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,15,MicroCarrier,142,-39,Single Order,San Francisco,1/22/20,21507851-a9e1-4eed-93f4-418864673b7d,Air,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,Shipper,-42,95,Single Order,Chicago,3/21/20,2169c485-cd8e-491e-89dc-f1f486aabf6e,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,Shipper,-12,-271,Single Order,Las Vegas,9/17/20,25ad4678-8e64-4961-b422-df71ffef48cc,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,14,GlobalFreight,-374,-31,Bulk Order,Seattle,3/25/21,e0952fd0-142d-4503-9d90-cf3ba75bd4e7,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
17,16,BigBird,228,22,Single Order,Las Vegas,9/26/20,223664a1-9e17-480b-a596-5593df8eb490,Ground,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,13,MicroCarrier,56,56,Bulk Order,Chicago,12/3/21,7cd19db0-fec3-4be0-aad6-30fd2e5e98e5,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
12,12,MicroCarrier,29,155,Bulk Order,Seattle,10/2/20,3ee2e25f-9024-44d4-afcc-6dab8e05f1ca,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
14,13,Shipper,-21,-327,Bulk Order,Las Vegas,3/17/20,c7b3e702-8d17-41d0-a423-39aa683fd362,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
18,16,BigBird,73,-102,Single Order,Las Vegas,9/11/20,a931f866-5191-4914-a515-de195d9527e7,Ground,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
15,14,Shipper,-245,-20,Single Order,Seattle,8/16/21,d4443b62-5ab8-45bf-89c4-13389dbc1abc,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,15,BigBird,-304,18,Single Order,Seattle,12/17/21,c4b4a64f-c52e-405e-b40d-bb9d3cac306b,Standard,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
16,14,GlobalFreight,-157,-14,Single Order,New York City,12/1/21,99bb1a0d-1a39-4e88-b12e-7817b3f7a6df,Air,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
14,12,MicroCarrier,-52,-109,Bulk Order,Seattle,2/17/21,60517fea-79f0-4161-9566-7ab16c4aa16f,Standard,Late,50b28365-bec8-4d84-8168-edc2f83edfd2
14,14,MicroCarrier,31,113,Single Order,San Francisco,6/30/20,702f36d1-7b9b-41f4-9799-bb111e75c813,Express,On Time,50b28365-bec8-4d84-8168-edc2f83edfd2
15,15,Shipper,9,232,Single Order,Chicago,12/29/21,41fcf32d-10f3-4a70-83ff-9e9001f215d4,Express,On Time,fd684507-1958-4173-95db-8ff453063333
17,15,MicroCarrier,11,-359,Single Order,Las Vegas,9/14/20,2bb53979-f6d0-45e4-84a7-1976bf7584a2,Standard,Late,fd684507-1958-4173-95db-8ff453063333
16,15,Shipper,-119,50,Single Order,Houston,3/11/20,e5c8ad11-3f0d-4a6f-aee1-2d813ff4f411,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
14,13,Shipper,-23,209,Bulk Order,Seattle,9/2/20,4a4c5c98-9108-4e3b-b21a-87aa3ad90833,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
17,16,Shipper,-243,-27,Single Order,San Francisco,12/17/21,2a2a4e1b-97ca-449e-aeff-0978c8614b78,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
7,7,MicroCarrier,-11,170,Bulk Order,Salt Lake City,1/23/20,06022a63-70eb-4e10-ad76-cdbe8bc98f30,Air,On Time,fd684507-1958-4173-95db-8ff453063333
9,9,Shipper,42,122,Bulk Order,Salt Lake City,11/3/21,dacddb92-9988-484a-9143-14ff6bb61a86,Express,On Time,fd684507-1958-4173-95db-8ff453063333
15,14,BigBird,-251,-23,Bulk Order,Las Vegas,11/14/20,a01c9676-ad09-47fa-92c8-d96a7e299328,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
12,12,GlobalFreight,54,93,Bulk Order,Houston,6/6/20,2351bf22-1518-42e3-b89d-083cfbb2a774,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
13,13,BigBird,-38,-156,Single Order,New York City,7/28/20,eedbf2c9-237b-4dd4-ac67-6dd21955b198,Air,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,GlobalFreight,117,9,Bulk Order,Chicago,9/16/21,b08ee7a9-58c2-4426-8da7-9ad117281603,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
15,16,MicroCarrier,207,-17,Single Order,Las Vegas,10/28/21,90711fb6-9621-4c2b-9f45-8b78e52e3302,Express,On Time,fd684507-1958-4173-95db-8ff453063333
12,12,BigBird,-94,-35,Bulk Order,Atlanta,5/23/21,a4f4e12e-90f7-4b08-b1be-0197856d7148,Air,On Time,fd684507-1958-4173-95db-8ff453063333
16,15,Shipper,-205,-35,Single Order,Houston,7/3/20,b4000c1f-e218-4294-9528-19f466a17d09,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
16,15,BigBird,157,9,Single Order,Chicago,2/13/20,4266a4f5-5da1-41ce-b750-00c8a7a934c6,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
8,8,GlobalFreight,116,36,Bulk Order,Salt Lake City,9/14/21,291437b1-dac2-4b35-b619-141432502124,Air,On Time,fd684507-1958-4173-95db-8ff453063333
16,15,MicroCarrier,53,179,Bulk Order,Chicago,8/16/21,e6333a86-54c2-4f4a-8ac1-6db94af7194c,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
15,15,BigBird,-70,-21,Single Order,New York City,3/24/21,94c073f1-7f9c-477f-9b8d-d2f1184c78b0,Air,On Time,fd684507-1958-4173-95db-8ff453063333
10,10,Shipper,139,23,Bulk Order,New York City,8/23/21,3cc4259a-ce37-4faf-bf2d-7030ebf681d1,Express,On Time,fd684507-1958-4173-95db-8ff453063333
12,12,BigBird,-14,163,Bulk Order,Salt Lake City,12/1/21,98ac0dc5-4171-453a-b71f-f7d37914421b,Air,On Time,fd684507-1958-4173-95db-8ff453063333
17,16,BigBird,126,-21,Single Order,Las Vegas,10/7/20,4e71238b-4dde-4532-ab1b-f6e6f6622764,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
15,14,Shipper,-108,72,Single Order,New York City,1/17/20,ba35540c-b475-40b8-891e-235e1ce5eee6,Air,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,MicroCarrier,-13,-86,Single Order,Houston,10/18/20,83a795ea-e65c-4398-8c5a-8687a1bc5da3,Air,On Time,fd684507-1958-4173-95db-8ff453063333
15,15,BigBird,-120,36,Single Order,Atlanta,9/9/20,fcf5b635-6fc1-4066-b1a5-bcd7535de782,Air,On Time,fd684507-1958-4173-95db-8ff453063333
17,15,BigBird,-60,-214,Bulk Order,New York City,1/29/21,b8edf9c4-7804-4be1-adcd-e7b2d2cddd2e,Ground,Late,fd684507-1958-4173-95db-8ff453063333
19,13,GlobalFreight,195,-33,Bulk Order,Chicago,4/7/20,584e7982-b058-4fc0-8eb2-eb4fd7ce8378,Ground,Late,fd684507-1958-4173-95db-8ff453063333
17,16,BigBird,214,-23,Single Order,Atlanta,3/15/21,513e1b1e-9574-49ad-aa13-b158224d3ed1,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,GlobalFreight,14,121,Single Order,Seattle,11/22/20,962c556b-4215-4445-8646-c972329bd09d,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
12,12,BigBird,-14,80,Bulk Order,Salt Lake City,10/11/21,64f1dfd3-9bed-46a1-831c-0d059f753aaf,Air,On Time,fd684507-1958-4173-95db-8ff453063333
18,15,BigBird,14,293,Single Order,Las Vegas,1/24/20,2908bef2-dacf-477e-a607-54105c348b44,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
12,12,Shipper,164,-31,Bulk Order,New York City,1/6/20,4439e340-82e8-4362-89ef-091289203302,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
10,10,GlobalFreight,-8,-198,Bulk Order,New York City,11/17/21,f5c2029b-ee94-4ac9-8716-ca8f3645ade1,Air,On Time,fd684507-1958-4173-95db-8ff453063333
15,14,GlobalFreight,228,-14,Bulk Order,Chicago,2/1/21,35e65889-8544-4a64-9cd8-b24a459135b5,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
19,13,BigBird,12,214,Single Order,New York City,12/23/21,e52f0bd0-05f2-420f-ab72-6fad723d7184,Express,Late,fd684507-1958-4173-95db-8ff453063333
18,15,GlobalFreight,12,-204,Single Order,Chicago,8/23/21,cf8e5a66-dd45-455e-8378-ccaae863de50,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
11,12,BigBird,24,106,Single Order,Salt Lake City,4/28/20,020c3785-4cf5-4d9d-8bbb-98adee20f403,Express,On Time,fd684507-1958-4173-95db-8ff453063333
16,14,Shipper,287,14,Single Order,Seattle,6/4/21,933927cc-5737-4cec-84b6-c2f096b39bec,Standard,Late,fd684507-1958-4173-95db-8ff453063333
15,15,MicroCarrier,-144,-31,Single Order,Seattle,8/17/21,885f97ba-4086-4b4c-96ff-4ef33d81c1b7,Air,On Time,fd684507-1958-4173-95db-8ff453063333
13,13,MicroCarrier,-72,65,Single Order,Seattle,9/28/21,e2988e6f-52aa-41b5-9960-d96f0fdac5d5,Air,On Time,fd684507-1958-4173-95db-8ff453063333
11,11,BigBird,-15,-126,Bulk Order,Salt Lake City,3/10/21,54c4f698-a43a-4d24-a4ba-0d2b093c8de7,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,BigBird,136,-28,Single Order,Atlanta,5/20/21,79eb1f6d-104e-40f5-9a0f-4aae9b2b329d,Air,On Time,fd684507-1958-4173-95db-8ff453063333
9,9,Shipper,10,-171,Bulk Order,New York City,8/12/20,786b972e-0483-4436-9550-32186c9e820e,Express,On Time,fd684507-1958-4173-95db-8ff453063333
15,14,GlobalFreight,-134,-133,Bulk Order,Chicago,2/11/20,da23b9c9-3755-423f-86ff-290509c9faba,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
13,13,GlobalFreight,163,11,Single Order,Las Vegas,11/10/20,46b2da60-6792-4757-a138-7aa51f2c48e4,Express,On Time,fd684507-1958-4173-95db-8ff453063333
13,13,GlobalFreight,89,-13,Single Order,Atlanta,11/24/20,a898c4e0-f8d9-4839-a617-5a5b6124a2c3,Express,On Time,fd684507-1958-4173-95db-8ff453063333
16,16,BigBird,-107,-17,Single Order,Atlanta,2/29/20,002cb9ee-56a7-4f43-85e3-f24b17f02178,Air,On Time,fd684507-1958-4173-95db-8ff453063333
17,16,BigBird,-93,112,Single Order,Las Vegas,2/14/20,0fb89318-a08c-465d-8449-d252d94e2d9e,Ground,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,MicroCarrier,-94,44,Single Order,Seattle,2/18/20,6f740d1c-56c7-402b-954e-4c3aded02f09,Air,On Time,fd684507-1958-4173-95db-8ff453063333
16,15,MicroCarrier,233,-20,Single Order,New York City,8/4/21,e744713e-6913-49b9-b3b6-599ab4bce97f,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
17,17,Shipper,-270,-10,Single Order,Seattle,6/10/21,6a989744-6d97-4707-9509-4ae7db55a16c,Air,On Time,fd684507-1958-4173-95db-8ff453063333
15,13,MicroCarrier,-55,-174,Bulk Order,New York City,2/22/21,643aeb21-d4c4-4eab-8065-8fd064b66bec,Standard,Late,fd684507-1958-4173-95db-8ff453063333
14,14,MicroCarrier,107,-36,Single Order,Chicago,1/14/20,5b4a17e3-9b4b-400b-bafb-dacaf9f62707,Standard,On Time,fd684507-1958-4173-95db-8ff453063333
16,16,Shipper,123,10,Single Order,Seattle,9/8/20,684d119f-4201-4d28-a4f6-ad09ac4faca5,Air,On Time,fd684507-1958-4173-95db-8ff453063333
14,14,BigBird,123,-47,Single Order,San Francisco,10/1/21,5c32e29b-1754-4d9f-86ee-99beee2ed4c2,Express,On Time,fd684507-1958-4173-95db-8ff453063333
10,10,GlobalFreight,-118,39,Bulk Order,New York City,2/14/21,a46cf2a6-460a-4a74-bd0f-2228c89f50ff,Air,On Time,fd684507-1958-4173-95db-8ff453063333
