age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,deposit
41,technician,single,professional.course,no,no,no,cellular,may,mon,686,1,999,0,nonexistent,no
42,self-employed,divorced,high.school,no,yes,no,cellular,may,tue,455,2,999,1,failure,no
31,housemaid,married,high.school,no,yes,no,cellular,jul,mon,64,2,999,0,nonexistent,no
28,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,101,2,999,0,nonexistent,no
52,management,married,university.degree,no,yes,yes,cellular,nov,mon,172,3,999,0,nonexistent,no
60,technician,divorced,professional.course,unknown,yes,no,telephone,may,fri,57,2,999,0,nonexistent,no
44,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,90,4,999,0,nonexistent,no
32,blue-collar,single,high.school,no,no,no,telephone,jul,fri,165,2,999,0,nonexistent,no
34,blue-collar,single,university.degree,no,yes,yes,telephone,may,fri,266,6,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,286,1,999,0,nonexistent,no
34,admin.,single,high.school,no,yes,no,cellular,may,wed,239,1,999,1,failure,no
33,admin.,single,university.degree,no,no,no,cellular,aug,thu,275,1,999,0,nonexistent,no
48,technician,married,university.degree,unknown,yes,no,telephone,may,wed,234,1,999,0,nonexistent,no
55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,155,1,999,0,nonexistent,no
25,student,single,high.school,no,no,no,telephone,apr,wed,405,1,999,0,nonexistent,yes
46,technician,single,basic.9y,no,no,no,cellular,apr,thu,221,2,999,1,failure,no
34,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,87,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,jun,mon,415,1,3,1,success,yes
38,services,married,basic.9y,no,no,yes,telephone,jun,fri,177,2,999,0,nonexistent,no
53,admin.,married,high.school,no,no,no,cellular,may,thu,168,2,999,0,nonexistent,no
36,blue-collar,married,high.school,no,yes,no,cellular,may,fri,232,1,999,1,failure,no
31,admin.,married,high.school,no,no,no,cellular,jul,mon,87,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,yes,telephone,may,mon,66,9,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,thu,370,3,999,0,nonexistent,yes
53,admin.,divorced,university.degree,no,yes,yes,cellular,sep,fri,168,2,999,1,failure,no
57,admin.,married,university.degree,no,no,no,cellular,jul,mon,230,1,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,139,2,999,0,nonexistent,no
41,technician,married,basic.9y,no,yes,no,telephone,may,wed,210,2,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,709,7,999,0,nonexistent,no
31,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,475,2,999,0,nonexistent,no
58,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,70,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,165,2,999,0,nonexistent,no
39,admin.,single,university.degree,no,no,no,telephone,may,mon,140,2,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,204,1,11,1,success,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,190,4,999,0,nonexistent,no
39,technician,married,professional.course,no,yes,no,telephone,jun,fri,118,2,999,0,nonexistent,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295,1,999,1,failure,no
30,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,170,1,999,0,nonexistent,no
54,retired,married,high.school,no,no,no,cellular,nov,tue,172,1,999,0,nonexistent,no
43,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,164,2,999,0,nonexistent,no
47,entrepreneur,married,unknown,unknown,no,no,telephone,may,tue,434,1,999,0,nonexistent,no
32,management,married,high.school,no,no,yes,cellular,nov,mon,256,2,999,0,nonexistent,no
40,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,thu,85,2,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,may,mon,543,4,999,0,nonexistent,no
48,blue-collar,married,professional.course,no,yes,yes,cellular,nov,fri,91,1,999,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,cellular,may,tue,217,1,999,0,nonexistent,no
80,retired,married,basic.4y,no,no,no,cellular,oct,tue,82,2,999,0,nonexistent,no
34,admin.,married,high.school,no,no,no,cellular,nov,tue,201,3,999,1,failure,no
35,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,280,2,999,1,failure,no
56,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,390,15,999,0,nonexistent,no
39,services,married,high.school,no,no,no,telephone,may,thu,359,3,999,0,nonexistent,no
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,129,1,999,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,329,3,999,0,nonexistent,no
55,admin.,married,high.school,no,no,no,telephone,may,thu,94,1,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,180,1,999,0,nonexistent,no
52,management,married,unknown,unknown,yes,no,telephone,may,mon,250,2,999,0,nonexistent,no
56,admin.,married,unknown,unknown,unknown,unknown,cellular,aug,fri,119,1,999,0,nonexistent,no
41,management,married,university.degree,no,yes,no,cellular,apr,fri,212,1,999,0,nonexistent,no
40,technician,married,high.school,no,yes,no,cellular,aug,mon,69,2,999,2,failure,no
37,technician,married,professional.course,no,yes,no,telephone,may,tue,198,2,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,291,2,999,0,nonexistent,no
38,management,married,university.degree,no,yes,no,cellular,may,wed,187,2,2,1,success,yes
30,technician,married,professional.course,no,yes,no,cellular,oct,mon,215,1,6,1,success,yes
43,admin.,single,high.school,no,yes,no,cellular,apr,fri,192,2,999,1,failure,no
32,services,single,unknown,unknown,yes,no,cellular,jul,tue,881,1,999,0,nonexistent,yes
36,services,single,basic.9y,no,yes,yes,telephone,may,mon,129,3,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,225,2,999,0,nonexistent,no
29,self-employed,married,high.school,no,no,no,telephone,jun,mon,238,6,999,0,nonexistent,no
34,services,married,high.school,no,yes,yes,telephone,may,tue,108,2,999,0,nonexistent,no
32,unemployed,divorced,high.school,no,yes,no,cellular,nov,wed,351,1,999,0,nonexistent,no
24,admin.,single,professional.course,no,yes,no,cellular,jul,mon,357,1,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,192,1,999,0,nonexistent,no
29,admin.,single,high.school,no,no,no,cellular,aug,thu,103,1,999,0,nonexistent,no
48,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,172,3,999,0,nonexistent,no
45,admin.,married,high.school,no,no,no,telephone,jun,fri,48,5,999,0,nonexistent,no
35,technician,married,professional.course,no,yes,yes,cellular,aug,tue,202,1,999,0,nonexistent,no
27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,119,1,999,0,nonexistent,no
35,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,178,1,999,0,nonexistent,no
58,admin.,divorced,high.school,unknown,no,no,cellular,may,fri,315,3,999,1,failure,no
31,technician,single,university.degree,no,no,no,cellular,may,mon,220,4,999,0,nonexistent,no
43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,20,2,999,0,nonexistent,no
22,admin.,single,high.school,no,yes,no,cellular,jul,tue,107,1,999,0,nonexistent,no
31,services,divorced,professional.course,no,yes,no,cellular,nov,tue,61,1,999,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,124,1,999,0,nonexistent,no
33,technician,single,professional.course,unknown,yes,no,cellular,jul,thu,506,1,999,0,nonexistent,no
31,services,married,high.school,no,no,no,telephone,may,tue,166,2,999,0,nonexistent,no
46,services,married,high.school,no,no,no,cellular,jul,thu,92,1,999,0,nonexistent,no
28,blue-collar,single,basic.6y,no,no,no,cellular,may,wed,863,3,999,0,nonexistent,yes
32,services,married,basic.9y,no,yes,no,telephone,jul,wed,71,3,999,0,nonexistent,no
31,entrepreneur,married,university.degree,no,no,no,cellular,aug,fri,188,1,999,0,nonexistent,no
49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,361,2,999,1,failure,no
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,250,2,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,nov,wed,117,1,999,0,nonexistent,no
49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,441,2,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,740,1,999,0,nonexistent,yes
59,admin.,divorced,university.degree,no,no,no,cellular,may,fri,58,1,999,1,failure,no
43,services,divorced,high.school,no,yes,no,telephone,may,mon,191,4,999,0,nonexistent,no
38,management,married,university.degree,no,yes,no,cellular,nov,thu,82,1,999,0,nonexistent,no
42,technician,married,professional.course,no,yes,no,cellular,jul,fri,154,2,999,0,nonexistent,no
36,management,married,university.degree,no,no,yes,cellular,apr,wed,180,2,999,0,nonexistent,no
35,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,308,3,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jul,tue,110,2,999,0,nonexistent,no
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,328,4,999,0,nonexistent,no
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,999,0,nonexistent,no
41,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,112,1,999,1,failure,no
57,retired,married,basic.6y,no,no,no,cellular,may,thu,100,3,999,1,failure,no
71,retired,married,basic.4y,no,yes,no,cellular,aug,fri,125,1,999,0,nonexistent,yes
31,unemployed,single,professional.course,no,yes,no,cellular,nov,thu,70,1,999,0,nonexistent,no
28,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,85,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,wed,16,1,999,0,nonexistent,no
58,management,married,university.degree,unknown,yes,no,cellular,nov,tue,233,2,999,0,nonexistent,no
32,management,married,basic.6y,no,yes,no,telephone,may,thu,490,3,999,0,nonexistent,no
57,admin.,single,university.degree,unknown,no,no,telephone,jul,fri,80,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,303,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,87,1,999,0,nonexistent,no
57,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,97,1,999,0,nonexistent,no
56,unemployed,married,basic.9y,no,yes,yes,cellular,nov,fri,322,2,999,0,nonexistent,no
27,admin.,single,high.school,no,no,no,cellular,jul,tue,185,1,999,0,nonexistent,no
28,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,wed,400,1,999,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,apr,mon,210,2,999,0,nonexistent,no
58,retired,married,basic.4y,no,no,no,telephone,jun,fri,407,2,999,0,nonexistent,no
53,management,married,basic.4y,unknown,no,no,telephone,may,wed,528,2,999,0,nonexistent,no
31,management,married,university.degree,no,no,no,telephone,jun,fri,614,2,999,0,nonexistent,no
24,admin.,single,professional.course,no,no,no,cellular,apr,mon,267,2,999,0,nonexistent,yes
31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,77,2,999,0,nonexistent,no
39,services,married,high.school,unknown,yes,yes,telephone,may,fri,186,4,999,1,failure,no
53,admin.,married,high.school,unknown,yes,no,cellular,may,mon,181,2,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,cellular,may,fri,103,1,999,0,nonexistent,no
34,services,single,high.school,no,yes,no,cellular,may,thu,230,1,999,0,nonexistent,no
37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,196,2,999,1,failure,no
38,management,married,high.school,unknown,yes,no,cellular,apr,fri,143,1,999,0,nonexistent,no
32,self-employed,married,basic.9y,no,yes,yes,telephone,jun,tue,408,2,999,0,nonexistent,no
46,services,married,basic.9y,unknown,yes,no,cellular,aug,wed,226,4,999,0,nonexistent,no
56,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,mon,86,4,999,0,nonexistent,no
44,self-employed,divorced,high.school,no,yes,no,telephone,jun,mon,123,1,999,0,nonexistent,no
54,admin.,married,basic.4y,unknown,yes,no,cellular,nov,tue,127,4,999,0,nonexistent,no
56,management,married,basic.9y,no,yes,no,cellular,jul,mon,180,3,999,0,nonexistent,no
73,retired,married,basic.4y,no,no,no,cellular,aug,fri,453,1,999,0,nonexistent,yes
30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207,1,999,0,nonexistent,no
52,entrepreneur,married,high.school,no,yes,no,telephone,jun,fri,273,1,999,0,nonexistent,no
33,technician,single,professional.course,no,no,no,telephone,jun,mon,349,4,999,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,406,2,999,0,nonexistent,no
39,unemployed,single,high.school,no,yes,no,telephone,apr,mon,22,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,1254,10,999,0,nonexistent,no
53,self-employed,married,professional.course,no,yes,no,cellular,jul,thu,9,31,999,0,nonexistent,no
57,retired,married,high.school,no,no,no,cellular,jul,mon,377,2,999,0,nonexistent,no
38,admin.,single,high.school,no,no,no,cellular,aug,wed,181,1,999,0,nonexistent,no
36,housemaid,divorced,basic.4y,no,no,no,cellular,nov,tue,84,1,999,0,nonexistent,no
31,services,married,high.school,unknown,no,no,cellular,jul,mon,160,3,999,0,nonexistent,no
33,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,73,1,999,0,nonexistent,no
35,technician,married,basic.9y,no,yes,no,telephone,jun,fri,197,2,999,0,nonexistent,no
38,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,240,5,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,393,1,999,0,nonexistent,no
34,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,483,1,999,1,failure,no
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,315,1,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,200,2,999,0,nonexistent,no
57,admin.,married,basic.6y,no,no,no,cellular,may,fri,259,1,999,1,failure,no
51,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,276,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,82,6,999,0,nonexistent,no
31,housemaid,single,high.school,no,yes,no,cellular,jul,wed,380,4,999,0,nonexistent,no
36,services,married,high.school,unknown,yes,no,telephone,may,mon,260,3,999,0,nonexistent,no
52,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,938,2,999,0,nonexistent,yes
32,admin.,married,university.degree,no,no,no,cellular,aug,thu,97,1,999,0,nonexistent,no
31,services,single,high.school,no,no,no,cellular,jul,thu,10,3,999,0,nonexistent,no
36,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,mon,276,2,999,0,nonexistent,no
59,retired,married,university.degree,no,yes,no,cellular,aug,thu,77,4,999,0,nonexistent,no
29,technician,married,professional.course,no,no,no,cellular,jul,tue,156,3,999,0,nonexistent,no
24,student,single,high.school,no,no,no,cellular,may,mon,557,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,589,2,999,0,nonexistent,no
34,services,married,high.school,no,yes,no,cellular,jul,mon,206,6,999,0,nonexistent,no
48,blue-collar,married,professional.course,no,yes,yes,telephone,may,tue,231,1,999,0,nonexistent,no
22,blue-collar,single,unknown,unknown,no,no,cellular,jul,mon,228,3,999,0,nonexistent,no
45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,418,2,999,0,nonexistent,no
38,unemployed,married,basic.9y,unknown,no,no,telephone,may,mon,200,2,999,0,nonexistent,no
33,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,184,1,11,1,success,no
45,management,married,unknown,unknown,no,no,telephone,may,thu,178,1,999,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,cellular,jul,fri,90,1,999,0,nonexistent,no
34,technician,single,high.school,no,yes,no,telephone,nov,tue,251,4,999,0,nonexistent,no
26,housemaid,married,university.degree,no,no,no,telephone,jun,thu,181,2,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,telephone,may,wed,59,2,999,0,nonexistent,no
54,services,married,high.school,no,no,no,cellular,jul,tue,152,1,999,0,nonexistent,no
45,technician,married,professional.course,unknown,no,no,cellular,aug,fri,46,4,999,0,nonexistent,no
32,technician,married,high.school,no,no,no,cellular,may,fri,134,1,999,1,failure,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,122,5,999,0,nonexistent,no
33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,259,2,999,0,nonexistent,no
39,technician,married,professional.course,no,no,no,cellular,aug,fri,337,2,999,0,nonexistent,no
43,services,married,professional.course,no,no,no,cellular,apr,mon,230,1,999,0,nonexistent,no
36,services,divorced,university.degree,no,no,no,telephone,jun,wed,69,2,999,0,nonexistent,no
36,technician,single,professional.course,no,no,no,cellular,may,wed,199,1,999,1,failure,no
26,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,999,0,nonexistent,no
31,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,111,1,999,0,nonexistent,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,71,3,999,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,157,2,999,1,failure,no
28,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,60,1,999,0,nonexistent,no
53,retired,single,professional.course,unknown,yes,no,telephone,may,tue,145,1,999,0,nonexistent,no
46,admin.,married,university.degree,no,no,no,cellular,jul,tue,340,3,999,0,nonexistent,no
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,320,1,999,0,nonexistent,no
44,services,married,high.school,no,no,no,cellular,may,fri,263,1,999,1,failure,no
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,732,2,999,0,nonexistent,no
47,admin.,married,high.school,no,yes,no,cellular,aug,tue,292,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,may,wed,151,2,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,281,1,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,cellular,may,tue,146,1,999,1,failure,no
31,self-employed,unknown,professional.course,no,no,no,cellular,jul,thu,505,3,999,0,nonexistent,no
43,management,married,basic.9y,no,yes,no,cellular,aug,fri,180,1,6,2,failure,no
29,entrepreneur,married,high.school,no,no,no,telephone,may,thu,325,1,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,cellular,may,tue,264,2,999,0,nonexistent,no
57,admin.,married,university.degree,no,no,yes,cellular,nov,tue,192,2,999,0,nonexistent,no
24,student,single,high.school,no,yes,no,telephone,aug,fri,359,1,999,0,nonexistent,no
45,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,980,2,999,0,nonexistent,yes
45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,107,2,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,61,7,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,may,tue,187,1,999,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,may,fri,1015,1,999,0,nonexistent,yes
36,admin.,divorced,high.school,no,yes,no,cellular,may,tue,136,5,999,0,nonexistent,no
27,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,272,1,999,0,nonexistent,no
30,services,single,unknown,no,no,no,telephone,jun,mon,163,1,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,yes,telephone,jun,fri,36,5,999,0,nonexistent,no
48,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190,1,999,0,nonexistent,no
45,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,567,2,999,0,nonexistent,no
45,housemaid,married,basic.4y,unknown,no,no,cellular,aug,tue,137,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,telephone,jun,fri,123,4,999,0,nonexistent,no
34,unemployed,married,university.degree,no,yes,no,telephone,sep,mon,113,5,999,0,nonexistent,no
43,services,married,professional.course,no,yes,no,cellular,jul,mon,451,1,999,0,nonexistent,no
23,self-employed,single,basic.9y,no,yes,no,cellular,may,thu,64,2,999,0,nonexistent,no
36,admin.,married,university.degree,no,no,no,cellular,aug,thu,63,1,999,0,nonexistent,no
55,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,849,1,999,0,nonexistent,yes
31,admin.,single,high.school,no,yes,no,cellular,jul,wed,926,1,999,0,nonexistent,yes
26,technician,divorced,unknown,unknown,no,no,cellular,jul,thu,187,1,999,0,nonexistent,no
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,106,1,999,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,101,1,999,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,telephone,nov,mon,52,1,999,0,nonexistent,no
28,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,482,3,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,telephone,may,thu,1059,2,999,0,nonexistent,yes
46,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,471,3,999,0,nonexistent,no
30,management,married,university.degree,no,no,no,cellular,may,thu,162,7,999,0,nonexistent,no
31,services,single,high.school,no,yes,no,cellular,may,wed,234,1,999,0,nonexistent,no
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,542,3,999,0,nonexistent,no
45,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,71,1,999,0,nonexistent,no
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,82,2,999,0,nonexistent,no
56,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,346,1,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,cellular,aug,wed,88,2,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,117,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,cellular,may,thu,229,6,999,0,nonexistent,no
47,services,divorced,unknown,no,yes,no,cellular,aug,tue,113,2,999,1,failure,yes
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,123,4,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,71,1,13,1,success,yes
30,self-employed,single,high.school,no,yes,no,telephone,may,fri,144,1,999,0,nonexistent,no
21,services,single,high.school,no,no,no,cellular,may,tue,68,1,999,1,failure,no
36,technician,single,professional.course,no,yes,no,cellular,nov,tue,1132,1,999,1,failure,yes
30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,205,1,999,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,cellular,mar,mon,93,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,mon,54,3,999,0,nonexistent,no
55,management,married,university.degree,no,yes,no,cellular,nov,wed,99,1,999,1,failure,no
38,technician,single,high.school,unknown,yes,yes,cellular,aug,mon,265,3,999,0,nonexistent,no
43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,yes
60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,95,1,3,1,success,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1057,1,999,0,nonexistent,yes
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,100,1,999,0,nonexistent,yes
35,technician,divorced,university.degree,no,yes,no,cellular,may,tue,507,1,999,0,nonexistent,no
47,services,married,basic.6y,no,yes,no,cellular,jul,mon,207,1,999,0,nonexistent,no
39,management,married,high.school,no,no,no,telephone,nov,wed,47,1,999,0,nonexistent,no
44,technician,married,university.degree,no,yes,no,cellular,may,fri,662,2,2,1,success,yes
31,technician,married,professional.course,no,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,no
40,services,married,high.school,no,yes,no,cellular,apr,thu,228,2,999,0,nonexistent,no
84,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,fri,106,4,999,0,nonexistent,no
44,management,married,university.degree,unknown,yes,no,cellular,jul,thu,148,15,999,0,nonexistent,no
54,self-employed,married,high.school,no,yes,no,cellular,aug,thu,136,3,999,0,nonexistent,no
36,unemployed,single,high.school,no,yes,no,cellular,jul,wed,148,1,999,0,nonexistent,no
56,management,married,university.degree,no,yes,no,cellular,jul,tue,90,1,999,0,nonexistent,no
44,services,married,high.school,unknown,yes,no,cellular,aug,tue,157,3,999,0,nonexistent,no
53,services,married,unknown,unknown,yes,no,cellular,jul,mon,60,1,999,0,nonexistent,no
44,technician,divorced,professional.course,no,no,no,telephone,may,wed,445,1,999,0,nonexistent,no
36,technician,single,university.degree,no,yes,no,cellular,jun,mon,287,1,999,0,nonexistent,yes
33,services,married,high.school,no,yes,no,cellular,may,wed,1512,1,999,1,failure,yes
26,management,single,university.degree,no,no,no,cellular,may,tue,279,2,999,1,failure,no
42,technician,married,basic.6y,no,no,no,telephone,jun,thu,399,1,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570,2,999,0,nonexistent,yes
47,services,married,high.school,unknown,no,no,telephone,jun,wed,311,1,999,0,nonexistent,no
58,retired,married,professional.course,no,yes,no,cellular,aug,wed,406,3,999,0,nonexistent,no
38,services,married,high.school,unknown,no,no,telephone,may,tue,392,2,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,111,2,999,1,failure,no
56,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,478,2,999,0,nonexistent,yes
33,admin.,single,university.degree,no,no,no,cellular,jul,fri,704,1,999,0,nonexistent,yes
35,admin.,single,university.degree,no,no,yes,telephone,jun,fri,159,9,999,0,nonexistent,no
31,technician,single,university.degree,unknown,no,no,cellular,nov,wed,193,3,999,0,nonexistent,no
38,housemaid,married,basic.9y,no,no,no,telephone,may,wed,92,2,999,0,nonexistent,no
29,self-employed,married,high.school,no,no,no,telephone,may,mon,304,4,999,0,nonexistent,no
34,admin.,single,high.school,no,yes,no,telephone,may,wed,78,4,999,0,nonexistent,no
25,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,201,3,999,0,nonexistent,no
29,technician,single,basic.9y,no,no,yes,cellular,nov,wed,224,1,999,0,nonexistent,no
25,technician,married,university.degree,no,no,yes,cellular,may,thu,136,1,999,1,failure,no
37,technician,married,professional.course,no,no,no,telephone,may,tue,34,4,999,0,nonexistent,no
45,admin.,married,university.degree,no,no,no,cellular,aug,tue,632,3,999,0,nonexistent,no
35,admin.,married,high.school,unknown,no,yes,cellular,jul,fri,93,2,999,0,nonexistent,no
46,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,39,22,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,telephone,may,thu,445,1,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,411,6,999,0,nonexistent,no
25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008,2,999,0,nonexistent,yes
40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,60,2,999,0,nonexistent,no
49,services,married,high.school,no,yes,no,cellular,may,thu,152,1,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,cellular,may,fri,26,1,999,0,nonexistent,no
52,technician,married,high.school,no,yes,no,telephone,jun,wed,78,1,999,0,nonexistent,no
58,admin.,married,basic.4y,no,no,no,cellular,nov,fri,505,7,999,0,nonexistent,no
